282 atoms

ATOMS

1  1  1  0.000000  2.705000  2.639000  0.077000 0 0 0
2  1  2  0.000000  3.265000  3.501000  0.440000 0 0 0
3  1  2  0.000000  3.266000  3.500000  1.974000 0 0 0
4  1  2  0.000000  3.921000  2.210000  2.485000 0 0 0
5  1  1  0.000000  4.301000  3.447000  0.073000 0 0 0
6  1  1  0.000000  2.851000  4.419000  0.000000 0 0 0
7  1  3  0.000000  4.022000  4.661000  2.465000 0 0 0
8  1  1  0.000000  2.240000  3.646000  2.341000 0 0 0
9  1  4  0.000000  4.618000  5.578000  2.852000 0 0 0
10  1  2  0.000000  3.921000  2.210000  4.021000 0 0 0
11  1  2  0.000000  2.476000  2.288000  4.532000 0 0 0
12  1  1  0.000000  3.357000  1.340000  2.119000 0 0 0
13  1  1  0.000000  4.925000  2.109000  2.047000 0 0 0
14  1  3  0.000000  4.548000  0.975000  4.511000 0 0 0
15  1  1  0.000000  4.561000  3.027000  4.388000 0 0 0
16  1  4  0.000000  5.045000  0.001000  4.898000 0 0 0
17  1  2  0.000000  2.476000  2.288000  6.066000 0 0 0
18  1  2  0.000000  3.266000  3.500000  6.579000 0 0 0
19  1  1  0.000000  2.005000  3.212000  4.165000 0 0 0
20  1  1  0.000000  1.887000  1.468000  4.092000 0 0 0
21  1  3  0.000000  1.093000  2.362000  6.558000 0 0 0
22  1  1  0.000000  2.862000  1.326000  6.433000 0 0 0
23  1  4  0.000000  0.001000  2.420000  6.944000 0 0 0
24  1  2  0.000000  3.266000  3.500000  8.113000 0 0 0
25  1  2  0.000000  3.921000  2.210000  8.624000 0 0 0
26  1  1  0.000000  4.301000  3.447000  6.211000 0 0 0
27  1  1  0.000000  2.851000  4.420000  6.138000 0 0 0
28  1  3  0.000000  4.022000  4.661000  8.604000 0 0 0
29  1  1  0.000000  2.240000  3.647000  8.480000 0 0 0
30  1  4  0.000000  4.618000  5.578000  8.991000 0 0 0
31  1  2  0.000000  3.921000  2.210000  10.159000 0 0 0
32  1  2  0.000000  2.476000  2.287000  10.670000 0 0 0
33  1  1  0.000000  3.357000  1.340000  8.258000 0 0 0
34  1  1  0.000000  4.925000  2.110000  8.185000 0 0 0
35  1  3  0.000000  4.548000  0.975000  10.649000 0 0 0
36  1  1  0.000000  4.561000  3.025000  10.526000 0 0 0
37  1  4  0.000000  5.044000  0.001000  11.037000 0 0 0
38  1  2  0.000000  2.476000  2.288000  12.205000 0 0 0
39  1  2  0.000000  3.266000  3.501000  12.717000 0 0 0
40  1  1  0.000000  2.004000  3.211000  10.304000 0 0 0
41  1  1  0.000000  1.887000  1.469000  10.230000 0 0 0
42  1  3  0.000000  1.093000  2.362000  12.696000 0 0 0
43  1  1  0.000000  2.862000  1.326000  12.572000 0 0 0
44  1  4  0.000000  0.001000  2.420000  13.083000 0 0 0
45  1  2  0.000000  3.266000  3.500000  14.251000 0 0 0
46  1  2  0.000000  3.921000  2.210000  14.763000 0 0 0
47  1  1  0.000000  4.301000  3.447000  12.349000 0 0 0
48  1  1  0.000000  2.851000  4.420000  12.277000 0 0 0
49  1  3  0.000000  4.022000  4.661000  14.743000 0 0 0
50  1  1  0.000000  2.239000  3.647000  14.618000 0 0 0
51  1  4  0.000000  4.618000  5.578000  15.130000 0 0 0
52  1  2  0.000000  3.921000  2.210000  16.297000 0 0 0
53  1  2  0.000000  2.476000  2.287000  16.809000 0 0 0
54  1  1  0.000000  3.356000  1.340000  14.396000 0 0 0
55  1  1  0.000000  4.925000  2.110000  14.323000 0 0 0
56  1  3  0.000000  4.549000  0.975000  16.788000 0 0 0
57  1  1  0.000000  4.561000  3.025000  16.665000 0 0 0
58  1  4  0.000000  5.044000  0.001000  17.176000 0 0 0
59  1  2  0.000000  2.476000  2.287000  18.343000 0 0 0
60  1  2  0.000000  3.266000  3.501000  18.855000 0 0 0
61  1  1  0.000000  2.005000  3.211000  16.442000 0 0 0
62  1  1  0.000000  1.887000  1.469000  16.369000 0 0 0
63  1  3  0.000000  1.093000  2.362000  18.834000 0 0 0
64  1  1  0.000000  2.862000  1.326000  18.710000 0 0 0
65  1  4  0.000000  0.001000  2.420000  19.222000 0 0 0
66  1  2  0.000000  3.266000  3.500000  20.390000 0 0 0
67  1  2  0.000000  3.921000  2.210000  20.902000 0 0 0
