# Ef = 0eV. Temp = 300K. Angle phi = 0degrees. Angle theta = 90degrees.
7.13319e-05 0.00168128
0.000142642 0.00340888
0.00021393 0.00518362
0.000285196 0.00700633
0.000356441 0.00887782
0.000427666 0.0107989
0.000498869 0.0127703
0.000570053 0.0147928
0.000641216 0.0168672
0.000712359 0.018994
0.000783483 0.021174
0.000854587 0.0234078
0.000925673 0.025696
0.00099674 0.028039
0.00106779 0.0304375
0.00113882 0.0328918
0.00120983 0.0354022
0.00128083 0.0379692
0.0013518 0.040593
0.00142277 0.0432737
0.00149371 0.0460116
0.00156464 0.0488065
0.00163555 0.0516585
0.00170645 0.0545675
0.00177733 0.0575333
0.00184819 0.0605555
0.00191904 0.0636337
0.00198988 0.0667676
0.0020607 0.0699564
0.0021315 0.0731995
0.0022023 0.076496
0.00227308 0.0798452
0.00234384 0.0832459
0.0024146 0.0866971
0.00248534 0.0901974
0.00255606 0.0937456
0.00262678 0.0973402
0.00269748 0.10098
0.00276817 0.104662
0.00283885 0.108386
0.00290952 0.112149
0.00298018 0.11595
0.00305083 0.119786
0.00312147 0.123655
0.0031921 0.127555
0.00326271 0.131484
0.00333332 0.135438
0.00340392 0.139415
0.00347451 0.143413
0.00354509 0.147429
0.00361567 0.151461
0.00368623 0.155504
0.00375679 0.159556
0.00382734 0.163615
0.00389788 0.167677
0.00396842 0.171738
0.00403895 0.175797
0.00410947 0.17985
0.00417998 0.183892
0.00425049 0.187923
0.004321 0.191937
0.0043915 0.195931
0.00446199 0.199903
0.00453248 0.203849
0.00460297 0.207766
0.00467345 0.21165
0.00474392 0.215498
0.0048144 0.219306
0.00488486 0.223072
0.00495533 0.226793
0.00502579 0.230463
0.00509625 0.234082
0.00516671 0.237645
0.00523717 0.241149
0.00530762 0.24459
0.00537807 0.247967
0.00544853 0.251275
0.00551898 0.254513
0.00558942 0.257676
0.00565987 0.260762
0.00573032 0.263768
0.00580077 0.266692
0.00587122 0.26953
0.00594167 0.272281
0.00601212 0.274942
0.00608257 0.277511
0.00615302 0.279985
0.00622348 0.282362
0.00629393 0.284641
0.00636439 0.28682
0.00643485 0.288897
0.00650532 0.290871
0.00657579 0.29274
0.00664626 0.294504
0.00671673 0.296161
0.00678721 0.297712
0.00685769 0.299154
0.00692817 0.300488
0.00699867 0.301714
0.00706916 0.302832
0.00713966 0.303842
0.00721017 0.304744
0.00728068 0.30554
0.0073512 0.306229
0.00742172 0.306812
0.00749225 0.307292
0.00756279 0.307668
0.00763333 0.307943
0.00770389 0.308118
0.00777445 0.308195
0.00784501 0.308176
0.00791559 0.308062
0.00798617 0.307856
0.00805677 0.307561
0.00812737 0.307177
0.00819798 0.306709
0.0082686 0.306158
0.00833923 0.305527
0.00840987 0.304818
0.00848052 0.304035
0.00855118 0.30318
0.00862186 0.302255
0.00869254 0.301264
0.00876324 0.300209
0.00883394 0.299093
0.00890466 0.297919
0.00897539 0.296689
0.00904614 0.295407
0.00911689 0.294075
0.00918766 0.292695
0.00925845 0.291271
0.00932924 0.289805
0.00940005 0.288299
0.00947088 0.286757
0.00954172 0.285179
0.00961257 0.28357
0.00968344 0.281931
0.00975433 0.280264
0.00982523 0.278572
0.00989614 0.276857
0.00996708 0.275121
0.010038 0.273365
0.010109 0.271592
0.01018 0.269804
0.010251 0.268002
0.010322 0.266189
0.010393 0.264365
0.0104641 0.262532
0.0105352 0.260692
0.0106062 0.258847
0.0106774 0.256997
0.0107485 0.255144
0.0108196 0.253289
0.0108908 0.251433
0.010962 0.249578
0.0110332 0.247725
0.0111044 0.245874
0.0111757 0.244026
0.011247 0.242183
0.0113183 0.240345
0.0113896 0.238513
0.0114609 0.236688
0.0115323 0.23487
0.0116036 0.233061
0.0116751 0.23126
0.0117465 0.229468
0.0118179 0.227686
0.0118894 0.225914
0.0119609 0.224153
0.0120324 0.222404
0.012104 0.220665
0.0121756 0.218939
0.0122472 0.217225
0.0123188 0.215523
0.0123905 0.213834
0.0124621 0.212159
0.0125338 0.210496
0.0126056 0.208847
0.0126773 0.207211
0.0127491 0.20559
0.0128209 0.203982
0.0128928 0.202388
0.0129647 0.200808
0.0130366 0.199243
0.0131085 0.197692
0.0131805 0.196155
0.0132524 0.194632
0.0133245 0.193124
0.0133965 0.19163
0.0134686 0.190151
0.0135407 0.188686
0.0136128 0.187235
0.013685 0.185799
0.0137572 0.184377
0.0138295 0.182969
0.0139017 0.181575
0.013974 0.180196
0.0140464 0.17883
0.0141187 0.177479
0.0141911 0.176141
0.0142636 0.174817
0.014336 0.173507
0.0144086 0.172211
0.0144811 0.170928
0.0145537 0.169658
0.0146263 0.168402
0.0146989 0.167159
0.0147716 0.165929
0.0148443 0.164712
0.0149171 0.163508
0.0149899 0.162317
0.0150627 0.161138
0.0151356 0.159972
0.0152085 0.158818
0.0152814 0.157677
0.0153544 0.156548
0.0154274 0.15543
0.0155005 0.154325
0.0155736 0.153231
0.0156468 0.152149
0.0157199 0.151079
0.0157932 0.15002
0.0158664 0.148972
0.0159397 0.147935
0.0160131 0.146909
0.0160865 0.145894
0.0161599 0.14489
0.0162334 0.143897
0.0163069 0.142914
0.0163805 0.141941
0.0164541 0.140979
0.0165277 0.140027
0.0166014 0.139084
0.0166752 0.138152
0.016749 0.137229
0.0168228 0.136317
0.0168967 0.135413
0.0169706 0.134519
0.0170446 0.133634
0.0171186 0.132759
0.0171927 0.131893
0.0172668 0.131035
0.0173409 0.130186
0.0174151 0.129346
0.0174894 0.128515
0.0175637 0.127692
0.0176381 0.126878
0.0177125 0.126072
