# Symbolic plot of bright and dark spectral lines. Angle phi = 90, angle theta = 90
0.000429022 0
0.000429022 6.91037e-24
0.000429022 0
0.000684103 0
0.000684103 4.02496e-23
0.000684103 0
0.00111313 0
0.00111313 2.22999e-22
0.00111313 0
0.00184544 0
0.00184544 8.41928e-23
0.00184544 0
0.00290976 0
0.00290976 9.73472e-25
0.00290976 0
0.00295856 0
0.00295856 1.41739e-23
0.00295856 0
0.00359386 0
0.00359386 3.35565
0.00359386 0
0.00359386 0
0.00359386 3.35565
0.00359386 0
0.00359386 0
0.00359386 3.35565
0.00359386 0
0.00402288 0
0.00402288 5.03435e-24
0.00402288 0
0.00402288 0
0.00402288 1.01346e-23
0.00402288 0
0.00402288 0
0.00402288 1.15902e-23
0.00402288 0
0.00470699 0
0.00470699 2.41208e-25
0.00470699 0
0.0054393 0
0.0054393 6.99722e-24
0.0054393 0
0.00586832 0
0.00586832 3.91351
0.00586832 0
0.00586832 0
0.00586832 3.91351
0.00586832 0
0.00655242 0
0.00655242 2.50627e-23
0.00655242 0
0.00655242 0
0.00655242 7.14615e-25
0.00655242 0
0.00698145 0
0.00698145 2.36744e-23
0.00698145 0
0.00761674 0
0.00761674 5.23951e-26
0.00761674 0
0.00946218 0
0.00946218 1.08216e-23
0.00946218 0
0.00946218 0
0.00946218 8.609e-25
0.00946218 0
0.0098912 0
0.0098912 4.67651e-25
0.0098912 0
0.0101463 0
0.0101463 9.17789e-26
0.0101463 0
0.0105753 0
0.0105753 3.0756e-25
0.0105753 0
0.0105753 0
0.0105753 3.88454e-23
0.0105753 0
0.0134851 0
0.0134851 6.39273e-26
0.0134851 0
0.0141692 0
0.0141692 1.68153e-25
0.0141692 0
