LAMMPS data file via write_data, version 7 Aug 2019, timestep = 1

126 atoms
4 atom types
126 bonds
4 bond types
234 angles
2 angle types
378 dihedrals
10 dihedral types
144 impropers
1 improper types

80.35739452566108 86.34660547433893 xlo xhi
10.106563723273691 13.564436276726308 ylo yhi
1.4313999999999999e+02 1.7505000000000001e+02 zlo zhi

Masses

1 1.0079
2 12.011
3 12.011
4 14.0067

Pair Coeffs # buck/coul/long

1 3407.79 0.258036 31.3692
2 88366.7 0.277775 583.018
3 88366.7 0.277775 583.018
4 60862.3 0.264545 329.511

Bond Coeffs # harmonic

1 350 1.09
2 350 1.53
3 350 1.362
4 1050 1.148

Angle Coeffs # harmonic

1 50 109.471
2 50 180

Dihedral Coeffs # harmonic

1 0.111111 1 3
2 0.111111 1 3
3 0.111111 1 3
4 0.111111 1 3
5 0.111111 1 3
6 0.111111 1 3
7 0.111111 1 3
8 0 1 3
9 0 1 3
10 0.111111 1 3

Improper Coeffs # harmonic

1 0 0

Atoms # full

10 1 2 2.7430000000000000e-02 8.2820945861513209e+01 1.1138698651457341e+01 1.4402604942154915e+02 0 0 0
14 1 3 -5.2400000000000002e-02 8.1632079606901371e+01 1.0973915774002904e+01 1.4317788571302520e+02 0 0 0
15 1 1 4.6230000000000000e-02 8.2945034709941595e+01 1.0249042590754865e+01 1.4466072073545271e+02 0 0 0
24 1 2 2.7449999999999999e-02 8.2820910638880633e+01 1.1136113957864652e+01 1.4757138301590319e+02 0 0 0
28 1 3 -5.2400000000000002e-02 8.1632208171901922e+01 1.0970157191338521e+01 1.4672321954943052e+02 0 0 0
29 1 1 4.6230000000000000e-02 8.2945878351513201e+01 1.0246580858685858e+01 1.4820605474724923e+02 0 0 0
30 1 4 -5.5469999999999998e-02 8.0694401806981674e+01 1.0838188207788750e+01 1.4605329225163925e+02 0 0 0
4 1 2 -2.6370000000000001e-02 8.4061782921815080e+01 1.1312903424247041e+01 1.4314024866223380e+02 0 0 0
12 1 1 3.0110000000000001e-02 8.4990452771298706e+01 1.1395452073135488e+01 1.4370570412276433e+02 0 0 0
18 1 2 -2.6050000000000000e-02 8.4061575296592864e+01 1.1311544998959342e+01 1.4668558380295585e+02 0 0 0
26 1 1 3.0130000000000001e-02 8.4990163026467016e+01 1.1395010851187671e+01 1.4725103989835668e+02 0 0 0
27 1 1 3.0130000000000001e-02 8.4186550646118022e+01 1.0421964983102113e+01 1.4605036831058530e+02 0 0 0
11 1 2 -2.6050000000000000e-02 8.2646772443916134e+01 1.2379296802131702e+01 1.4491324274801130e+02 0 0 0
19 1 1 3.0130000000000001e-02 8.1717910181972698e+01 1.2295633668905824e+01 1.4547821641739611e+02 0 0 0
20 1 1 3.0130000000000001e-02 8.2522500318121303e+01 1.3269674695215217e+01 1.4427900815875850e+02 0 0 0
25 1 2 -2.6050000000000000e-02 8.2645511274250723e+01 1.2376539368403142e+01 1.4845857718976418e+02 0 0 0
33 1 1 3.0130000000000001e-02 8.1716731131916717e+01 1.2291959031837390e+01 1.4902355022427864e+02 0 0 0
34 1 1 3.0130000000000001e-02 8.2520360284251652e+01 1.3266794299962974e+01 1.4782434218306895e+02 0 0 0
17 1 2 2.7449999999999999e-02 8.3887156307880758e+01 1.2553085654482802e+01 1.4579975870762604e+02 0 0 0
21 1 3 -5.2400000000000002e-02 8.5076292803832388e+01 1.2719440307114779e+01 1.4495227959013843e+02 0 0 0
22 1 1 4.6230000000000000e-02 8.3762365767121366e+01 1.3441943459925234e+01 1.4643541086902098e+02 0 0 0
23 1 4 -5.5469999999999998e-02 8.6014441268606788e+01 1.2851722645200979e+01 1.4428289447403571e+02 0 0 0
31 1 2 2.7449999999999999e-02 8.3885722759181803e+01 1.2551554641219303e+01 1.4934509370767182e+02 0 0 0
35 1 3 -5.2400000000000002e-02 8.5074694490476332e+01 1.2719083331335998e+01 1.4849761535976418e+02 0 0 0
37 1 4 -5.5469999999999998e-02 8.6012712312278396e+01 1.2852291951585540e+01 1.4782823111982128e+02 0 0 0
38 1 2 2.7449999999999999e-02 8.2820876646732827e+01 1.1133529753081767e+01 1.5111671772693632e+02 0 0 0
42 1 3 -5.2400000000000002e-02 8.1632338667394265e+01 1.0966398159688030e+01 1.5026855235064849e+02 0 0 0
43 1 1 4.6230000000000000e-02 8.2946721617207018e+01 1.0244121158115787e+01 1.5175139007499709e+02 0 0 0
44 1 4 -5.5469999999999998e-02 8.0694664175931166e+01 1.0833503382784718e+01 1.4959862529337641e+02 0 0 0
52 1 2 2.7449999999999999e-02 8.2820842001690309e+01 1.1130946790414923e+01 1.5466205261368557e+02 0 0 0
56 1 3 -5.2400000000000002e-02 8.1632470693944526e+01 1.0962640558390296e+01 1.5381388642070559e+02 0 0 0
57 1 1 4.6230000000000000e-02 8.2947566160497900e+01 1.0241662250675645e+01 1.5529672454327380e+02 0 0 0
58 1 4 -5.5469999999999998e-02 8.0694927798921611e+01 1.0828819198750562e+01 1.5314395846371750e+02 0 0 0
32 1 2 -2.6050000000000000e-02 8.4061367671370633e+01 1.1310186573671647e+01 1.5023091894367786e+02 0 0 0
40 1 1 3.0130000000000001e-02 8.4989871074126540e+01 1.1394569288843071e+01 1.5079637556890123e+02 0 0 0
41 1 1 3.0130000000000001e-02 8.4187221255761358e+01 1.0420730913614202e+01 1.4959570305639087e+02 0 0 0
46 1 2 -2.6050000000000000e-02 8.4061159092680583e+01 1.1308828448957032e+01 1.5377625410795602e+02 0 0 0
54 1 1 3.0130000000000001e-02 8.4989578492447450e+01 1.1394129120774570e+01 1.5434171042708681e+02 0 0 0
55 1 1 3.0130000000000001e-02 8.4187891841848582e+01 1.0419496691966229e+01 1.5314103879027155e+02 0 0 0
39 1 2 -2.6050000000000000e-02 8.2644251081609212e+01 1.2373781786261562e+01 1.5200391061988583e+02 0 0 0
47 1 1 3.0130000000000001e-02 8.1715554942264276e+01 1.2288283493049695e+01 1.5256888396049285e+02 0 0 0
48 1 1 3.0130000000000001e-02 8.2518220903276756e+01 1.3263912662594690e+01 1.5136967603166320e+02 0 0 0
53 1 2 -2.6050000000000000e-02 8.2642990865411619e+01 1.2371024051959921e+01 1.5554924503808260e+02 0 0 0
62 1 1 3.0130000000000001e-02 8.2516081874623538e+01 1.3261028841567413e+01 1.5491500955238124e+02 0 0 0
36 1 1 4.6230000000000000e-02 8.3760053053645123e+01 1.3440288543595099e+01 1.4998074529946419e+02 0 0 0
45 1 2 2.7449999999999999e-02 8.3884287655868832e+01 1.2550022045442974e+01 1.5289042842695358e+02 0 0 0
49 1 3 -5.2400000000000002e-02 8.5073093669038414e+01 1.2718725073617472e+01 1.5204295087218202e+02 0 0 0
50 1 1 4.6230000000000000e-02 8.3757740692490501e+01 1.3438631443605965e+01 1.5352607940203120e+02 0 0 0
51 1 4 -5.5469999999999998e-02 8.6010980218529525e+01 1.2852861370306460e+01 1.5137356669604009e+02 0 0 0
63 1 3 -5.2400000000000002e-02 8.5071492547027404e+01 1.2718365874355996e+01 1.5558828623243983e+02 0 0 0
65 1 4 -5.5469999999999998e-02 8.6009245292569560e+01 1.2853428413384627e+01 1.5491890285096602e+02 0 0 0
66 1 2 2.7449999999999999e-02 8.2820808634244827e+01 1.1128364620878010e+01 1.5820738664096373e+02 0 0 0
70 1 3 -5.2400000000000002e-02 8.1632605228576637e+01 1.0958884239032303e+01 1.5735922074797051e+02 0 0 0
71 1 1 4.6230000000000000e-02 8.2948410351467103e+01 1.0239205526894496e+01 1.5884205933942675e+02 0 0 0
72 1 4 -5.5469999999999998e-02 8.0695194883461724e+01 1.0824135996083051e+01 1.5668929186771038e+02 0 0 0
80 1 2 2.7449999999999999e-02 8.2820776220267177e+01 1.1125782150768018e+01 1.6175272064468572e+02 0 0 0
84 1 3 -5.2400000000000002e-02 8.1632739786764859e+01 1.0955128071834372e+01 1.6090455408716039e+02 0 0 0
86 1 4 -5.5469999999999998e-02 8.0695464499639812e+01 1.0819454227515349e+01 1.6023462454083602e+02 0 0 0
60 1 2 -2.6050000000000000e-02 8.4060949560522644e+01 1.1307470624815512e+01 1.5732158929579029e+02 0 0 0
68 1 1 3.0130000000000001e-02 8.4989284933744401e+01 1.1393689101119094e+01 1.5788704629690372e+02 0 0 0
69 1 1 3.0130000000000001e-02 8.4188561145702394e+01 1.0418265106710406e+01 1.5668637388750949e+02 0 0 0
74 1 2 -2.6050000000000000e-02 8.4060739399026104e+01 1.1306114194950091e+01 1.6086692367126562e+02 0 0 0
82 1 1 3.0130000000000001e-02 8.4988988214064719e+01 1.1393249041639919e+01 1.6143238208522882e+02 0 0 0
