BONDS

1  1  1  2
2  2  2  3
3  1  2  6
4  3  3  8
5  1  3  7
6  4  8  13
7  4  8  9
8  4  9  10
9  5  9  14
10  4  10  11
11  5  10  15
12  4  11  12
13  5  11  16
14  4  12  13
15  5  12  17
16  5  13  18
17  1  5  2
18  1  3  4
